20|Arifureta Shokugyou de Sekai Saikyou (WN)|20|444|https://www.novelupdates.com/series/arifureta-shokugyou-de-sekai-saikyou/|No| Every 12.1 Day(s)

21|The Scum Villain’s Self-Saving System|21|0|https://www.novelupdates.com/series/the-scum-villains-self-saving-system/|Yes| Every 351 Day(s)

22|Genjitsushugi Yuusha no Oukoku Saikenki|22|69|https://www.novelupdates.com/series/genjitsushugi-yuusha-no-oukoku-saikenki/|No| Every 107.9 Day(s)

23|Lazy Dungeon Master|23|571|https://www.novelupdates.com/series/lazy-dungeon-master/|No| Every 14.7 Day(s)

24|Overgeared|24|1651|https://www.novelupdates.com/series/overgeared/|No| Every 1.8 Day(s)

25|I Shall Seal the Heavens|25|48|https://www.novelupdates.com/series/i-shall-seal-the-heavens/|Yes| Every 618.3 Day(s)

26|I’ve Became Able to Do Anything with My Growth Cheat, but I Can’t Seem to Get out of Being Jobless|26|437|https://www.novelupdates.com/series/ive-became-able-to-do-anything-with-my-growth-cheat-but-i-cant-seem-to-get-out-of-being-jobless/|Yes| Every 29.2 Day(s)

27|Sevens|27|370|https://www.novelupdates.com/series/sevens/|Yes| Every 21.5 Day(s)

28|Nidome no Yuusha (WN)|28|153|https://www.novelupdates.com/series/nidome-no-yuusha/|No| Every 72.2 Day(s)

29|Quickly Wear the Face of the Devil|29|330|https://www.novelupdates.com/series/quickly-wear-the-face-of-the-devil/|No| Every 10.9 Day(s)

30|The Desolate Era|30|18|https://www.novelupdates.com/series/the-desolate-era/|Yes| Every 0.5 Day(s)

31|The Novel’s Extra|31|0|https://www.novelupdates.com/series/the-novels-extra/|Yes| Every 177 Day(s)

32|The Rebirth of the Malicious Empress of Military Lineage|32|441|https://www.novelupdates.com/series/the-rebirth-of-the-malicious-empress-of-military-lineage/|Yes| Every 71.3 Day(s)

33|Emperor’s Domination|33|4469|https://www.novelupdates.com/series/emperors-domination/|No| Every 0.5 Day(s)

34|You’ve Got The Wrong House, Villain|34|198|https://www.novelupdates.com/series/youve-got-the-wrong-house-villain/|Yes| Every 28.5 Day(s)

35|The Tutorial Is Too Hard|35|481|https://www.novelupdates.com/series/the-tutorial-is-too-hard/|Yes| Every 16.5 Day(s)

36|Overlord (LN)|36|151|https://www.novelupdates.com/series/overlord/|No| Every 52.7 Day(s)

37|Martial World|37|103|https://www.novelupdates.com/series/martial-world/|Yes| Every 577.3 Day(s)

38|Lucia|38|272|https://www.novelupdates.com/series/lucia/|Yes| Every 65 Day(s)

39|World Teacher – Other World Style Education & Agent (WN)|39|218|https://www.novelupdates.com/series/world-teacher-other-world-style-education-agent/|No| Every 65.3 Day(s)

40|Heaven Official’s Blessing|40|23|https://www.novelupdates.com/series/heaven-officials-blessing/|Yes| Every 62.5 Day(s)

41|I Was a Sword When I Reincarnated (WN)|41|485|https://www.novelupdates.com/series/i-was-a-sword-when-i-reincarnated/|No| Every 4.3 Day(s)

42|Solo Leveling|42|40|https://www.novelupdates.com/series/solo-leveling/|Yes| Every 121.3 Day(s)

43|Omniscient Reader’s Viewpoint|43|0|https://www.novelupdates.com/series/omniscient-readers-viewpoint/|Yes| Every 1460 Day(s)

44|A Demon Lord’s Tale: Dungeons, Monster Girls, and Heartwarming Bliss|44|42|https://www.novelupdates.com/series/a-demon-lords-tale-dungeons-monster-girls-and-heartwarming-bliss/|No| Every 123.9 Day(s)

45|Konjiki no Moji Tsukai (WN)|45|340|https://www.novelupdates.com/series/konjiki-no-moji-tsukai/|No| Every 86.3 Day(s)

46|Oukoku e Tsuzuku Michi|46|601|https://www.novelupdates.com/series/oukoku-e-tsuzuku-michi/|No| Every 4.5 Day(s)

47|Seoul Station’s Necromancer|47|21|https://www.novelupdates.com/series/seoul-stations-necromancer/|Yes| Every 3.3 Day(s)

48|I am the Monarch|48|339|https://www.novelupdates.com/series/i-am-the-monarch/|No| Every 46.2 Day(s)

49|Maou-sama no Machizukuri! ~Saikyou no Danjon wa Kindai Toshi~|49|232|https://www.novelupdates.com/series/maou-sama-no-machizukuri-saikyou-no-danjon-wa-kindai-toshi/|Yes| Every 58.2 Day(s)

50|A Will Eternal|50|110|https://www.novelupdates.com/series/a-will-eternal/|Yes| Every 117.9 Day(s)

51|The Book Eating Magician|51|0|https://www.novelupdates.com/series/the-book-eating-magician/|Yes| Every 3079 Day(s)

52|Shikkaku Mon no Saikyou Kenja~ Sekai Saikyou no Kenja ga Sarani Tsuyoku Naru Tameni Tenseishimashita~|52|342|https://www.novelupdates.com/series/shikkaku-mon-no-saikyou-kenja-sekai-saikyou-no-kenja-ga-sarani-tsuyoku-naru-tameni-tenseishimashita/|No| Every 64.1 Day(s)

53|The Reader and Protagonist Definitely Have to Be in True Love|53|203|https://www.novelupdates.com/series/the-reader-and-protagonist-definitely-have-to-be-in-true-love/|Yes| Every 105.7 Day(s)

54|My Disciple Died Yet Again|54|311|https://www.novelupdates.com/series/my-disciple-died-yet-again/|Yes| Every 2.4 Day(s)

55|The World of Otome Games is Tough For Mobs|55|58|https://www.novelupdates.com/series/the-world-of-otome-games-is-tough-for-mobs/|No| Every 8.2 Day(s)

56|The Legendary Master’s Wife|56|733|https://www.novelupdates.com/series/the-legendary-masters-wife/|Yes| Every 80.5 Day(s)

57|Kenkyo, Kenjitsu o Motto ni Ikite Orimasu|57|303|https://www.novelupdates.com/series/kenkyo-kenjitsu-o-motto-ni-ikite-orimasu/|No| Every 39.6 Day(s)

58|Sovereign of the Three Realms|58|100|https://www.novelupdates.com/series/sovereign-of-the-three-realms/|Yes| Every 275.9 Day(s)

59|Long Live Summons!|59|1003|https://www.novelupdates.com/series/long-live-summons/|No| Every 14.3 Day(s)

60|SSS-Class Suicide Hunter|60|218|https://www.novelupdates.com/series/sss-class-suicide-hunter/|No| Every 5.5 Day(s)

61|Martial God Asura|61|5168|https://www.novelupdates.com/series/martial-god-asura/|No| Every 1.3 Day(s)

62|The Man Picked Up By the Gods (Reboot)|62|572|https://www.novelupdates.com/series/the-man-picked-up-by-the-gods-reboot/|No| Every 7 Day(s)

63|Return of The 8th Class Mage|63|306|https://www.novelupdates.com/series/return-of-the-8th-class-mage/|No| Every 8.8 Day(s)

64|The King of the Battlefield|64|277|https://www.novelupdates.com/series/the-king-of-the-battlefield/|Yes| Every 4.4 Day(s)

65|The King’s Avatar|65|90|https://www.novelupdates.com/series/the-kings-avatar/|Yes| Every 0.1 Day(s)

66|Heavenly Jewel Change|66|64|https://www.novelupdates.com/series/heavenly-jewel-change/|Yes| Every 161.3 Day(s)

67|Isekai Yururi Kikou ~Raising Children While Being an Adventurer~|67|366|https://www.novelupdates.com/series/isekai-yururi-kikou-raising-children-while-being-an-adventurer/|No| Every 6.9 Day(s)

68|I Reincarnated into an Otome Game as a Villainess With Only Destruction Flags…|68|72|https://www.novelupdates.com/series/i-reincarnated-into-an-otome-game-as-a-villainess-with-only-destruction-flags/|No| Every 124.9 Day(s)

69|Skeleton Knight, in Another World|69|207|https://www.novelupdates.com/series/skeleton-knight-in-another-world/|Yes| Every 94.3 Day(s)

70|I’m the Evil Lord of an Intergalactic Empire!|70|105|https://www.novelupdates.com/series/im-the-evil-lord-of-an-intergalactic-empire/|No| Every 37.7 Day(s)

71|The Amber Sword|71|418|https://www.novelupdates.com/series/the-amber-sword/|No| Every 8.3 Day(s)

72|Magi’s Grandson|72|171|https://www.novelupdates.com/series/magis-grandson/|No| Every 24.6 Day(s)

73|Transmigrator Meets Reincarnator|73|709|https://www.novelupdates.com/series/transmigrator-meets-reincarnator/|Yes| Every 0.3 Day(s)

74|Death Is The Only Ending For The Villain|74|279|https://www.novelupdates.com/series/death-is-the-only-ending-for-the-villain/|Yes| Every 35 Day(s)

75|I Said Make My Abilities Average!|75|489|https://www.novelupdates.com/series/i-said-make-my-abilities-average/|No| Every 34.9 Day(s)

76|The Laid-back Life in Another World of the Ex-Hero Candidate Who Turned out to be a Cheat from Level 2|76|169|https://www.novelupdates.com/series/the-laid-back-life-in-another-world-of-the-ex-hero-candidate-who-turned-out-to-be-a-cheat-from-level-2/|No| Every 61.2 Day(s)

77|Second Life Ranker|77|811|https://www.novelupdates.com/series/second-life-ranker/|Yes| Every 1.1 Day(s)

78|Every Day the Protagonist Wants to Capture Me|78|91|https://www.novelupdates.com/series/every-day-the-protagonist-wants-to-capture-me/|Yes| Every 70.2 Day(s)

79|Legend|79|457|https://www.novelupdates.com/series/legend/|No| Every 3.7 Day(s)

80|Reincarnator|80|133|https://www.novelupdates.com/series/reincarnator/|Yes| Every 148.1 Day(s)

81|Transcending the Nine Heavens|81|291|https://www.novelupdates.com/series/transcending-the-nine-heavens/|No| Every 322.5 Day(s)

82|(Um, Sorry) I’ve Been Reincarnated!|82|168|https://www.novelupdates.com/series/um-sorry-ive-been-reincarnated/|Yes| Every 111 Day(s)

83|True Martial World|83|39|https://www.novelupdates.com/series/true-martial-world/|Yes| Every 0.5 Day(s)

84|Observation Record of a Self-proclaimed Villainess’ Fiance|84|49|https://www.novelupdates.com/series/observation-record-of-a-self-proclaimed-villainess-fiance/|Yes| Every 87.6 Day(s)

85|I Was Kicked out of the Hero’s Party Because I Wasn’t a True Companion so I Decided to Have a Slow Life at the Frontier|85|182|https://www.novelupdates.com/series/i-was-kicked-out-of-the-heros-party-because-i-wasnt-a-true-companion-so-i-decided-to-have-a-slow-life-at-the-frontier/|No| Every 52.4 Day(s)

86|Kujibiki Tokushou: Musou Hāremu ken (WN)|86|372|https://www.novelupdates.com/series/kujibiki-tokushou-musou-haremu-ken/|No| Every 72.9 Day(s)

87|Genius Doctor: Black Belly Miss|87|111|https://www.novelupdates.com/series/genius-doctor-black-belly-miss/|Yes| Every 573.4 Day(s)

88|Transmigrating into a Mob Character to Rehabilitate the Villain Plan|88|99|https://www.novelupdates.com/series/transmigrating-into-a-mob-character-to-rehabilitate-the-villain-plan/|Yes| Every 64.5 Day(s)

89|Library of Heaven’s Path|89|80|https://www.novelupdates.com/series/library-of-heavens-path/|Yes| Every 434.7 Day(s)

90|Kuma Kuma Kuma Bear|90|470|https://www.novelupdates.com/series/kuma-kuma-kuma-bear/|No| Every 3.1 Day(s)

91|The Lazy Swordmaster|91|223|https://www.novelupdates.com/series/the-lazy-swordmaster/|No| Every 74.1 Day(s)

92|The Earth is Online|92|130|https://www.novelupdates.com/series/the-earth-is-online/|Yes| Every 1.5 Day(s)

93|I Reincarnated as a Noble Girl Villainess But Why Did It Turn Out This Way? (WN)|93|253|https://www.novelupdates.com/series/i-reincarnated-as-a-noble-girl-villainess-but-why-did-it-turn-out-this-way/|No| Every 84.1 Day(s)

94|Infinite Competitive Dungeon Society|94|0|https://www.novelupdates.com/series/infinite-competitive-dungeon-society/|Yes| Every 2000 Day(s)

95|History’s Strongest Senior Brother|95|1739|https://www.novelupdates.com/series/historys-strongest-senior-brother/|No| Every 1.5 Day(s)

96|Rebirth of the Thief Who Roamed The World|96|100|https://www.novelupdates.com/series/rebirth-of-the-thief-who-roamed-the-world/|Yes| Every 138.7 Day(s)

97|Akuyaku Reijo Ni Koi Wo Shite|97|76|https://www.novelupdates.com/series/akuyaku-reijo-ni-koi-wo-shite/|No| Every 117.1 Day(s)

98|Otherworldly Evil Monarch|98|278|https://www.novelupdates.com/series/otherworldly-evil-monarch/|Yes| Every 398.1 Day(s)

99|Demon Noble Girl ~Story of a Careless Demon~|99|217|https://www.novelupdates.com/series/demon-noble-girl-story-of-a-careless-demon/|No| Every 46.9 Day(s)

100|In a Different World with a Smartphone|100|468|https://www.novelupdates.com/series/in-a-different-world-with-a-smartphone/|No| Every 33.5 Day(s)

101|I Reincarnated For Nothing|101|0|https://www.novelupdates.com/series/i-reincarnated-for-nothing/|Yes| Every 2000 Day(s)

102|Clearing an Isekai with the Zero-Believers Goddess – The Weakest Mage among the Classmates (WN)|102|335|https://www.novelupdates.com/series/clearing-an-isekai-with-the-zero-believers-goddess-the-weakest-mage-among-the-classmates/|Yes| Every 8.3 Day(s)

103|Great Demon King|103|1029|https://www.novelupdates.com/series/great-demon-king/|Yes| Every 1.9 Day(s)

104|World of Cultivation|104|916|https://www.novelupdates.com/series/world-of-cultivation/|Yes| Every 105.5 Day(s)

105|Magi Craft Meister|105|557|https://www.novelupdates.com/series/magi-craft-meister/|No| Every 5.3 Day(s)

106|Parallel World Pharmacy|106|158|https://www.novelupdates.com/series/parallel-world-pharmacy/|No| Every 32.8 Day(s)

107|Cultivation Chat Group|107|163|https://www.novelupdates.com/series/cultivation-chat-group/|No| Every 268.9 Day(s)

108|Douluo Dalu|108|345|https://www.novelupdates.com/series/douluo-dalu/|Yes| Every 43.4 Day(s)

109|Coiling Dragon|109|0|https://www.novelupdates.com/series/coiling-dragon/|Yes| Every 2000 Day(s)

110|Main Character Hides His Strength|110|245|https://www.novelupdates.com/series/main-character-hides-his-strength/|No| Every 24 Day(s)

111|Reincarnated as a Dragon’s Egg ～Lets Aim to Be the Strongest～|111|697|https://www.novelupdates.com/series/reincarnated-as-a-dragons-egg-lets-aim-to-be-the-strongest/|No| Every 1.2 Day(s)

112|Sono Mono Nochi Ni… (WN)|112|223|https://www.novelupdates.com/series/sono-mono-nochi-ni-wn/|Yes| Every 88.1 Day(s)

113|The Husky and His White Cat Shizun|113|56|https://www.novelupdates.com/series/the-husky-and-his-white-cat-shizun/|No| Every 23.9 Day(s)

114|Shinka no Mi (WN)|114|286|https://www.novelupdates.com/series/shinka-no-mi/|No| Every 21.8 Day(s)

115|Wu Dong Qian Kun|115|100|https://www.novelupdates.com/series/wu-dong-qian-kun/|Yes| Every 457.9 Day(s)

116|Expecting to Fall into Ruin, I Aim to Become a Blacksmith|116|208|https://www.novelupdates.com/series/expecting-to-fall-into-ruin-i-aim-to-become-a-blacksmith/|Yes| Every 1.5 Day(s)

117|The CEO’s Villainess Childhood Friend|117|227|https://www.novelupdates.com/series/transmigration-the-ceos-villainess-childhood-friend/|Yes| Every 53.8 Day(s)

118|Kaifuku Jutsushi no Yarinaoshi ~ Sokushi Mahou to Skill Copy no Choetsu Heal|118|201|https://www.novelupdates.com/series/kaifuku-jutsushi-no-yarinaoshi-sokushi-mahou-to-skill-copy-no-choetsu-heal/|No| Every 21.4 Day(s)

119|Tensei Oujo wa Kyou mo Hata o Tatakioru|119|172|https://www.novelupdates.com/series/tensei-oujo-wa-kyou-mo-hata-o-tatakioru/|No| Every 33.5 Day(s)

120|Ascendance of a Bookworm|120|173|https://www.novelupdates.com/series/ascendance-of-a-bookworm/|No| Every 33.5 Day(s)

121|To Be A Virtuous Wife|121|123|https://www.novelupdates.com/series/to-be-a-virtuous-wife/|Yes| Every 0.9 Day(s)

122|Dragon-Marked War God|122|3069|https://www.novelupdates.com/series/dragon-marked-war-god/|No| Every 4.8 Day(s)

123|I’m Only a Stepmother, but My Daughter is Just so Cute!|123|22|https://www.novelupdates.com/series/im-only-a-stepmother-but-my-daughter-is-just-so-cute/|No| Every 56.5 Day(s)

124|Hail the King|124|0|https://www.novelupdates.com/series/hail-the-king/|Yes| Every 926 Day(s)

125|The Man Picked up by the Gods|125|172|https://www.novelupdates.com/series/the-man-picked-up-by-the-gods/|Yes| Every 124.5 Day(s)

126|Doomed to be Cannon Fodder|126|10|https://www.novelupdates.com/series/doomed-to-be-cannon-fodder/|No| Every 170.5 Day(s)

127|To Deprive a Deprived Person|127|336|https://www.novelupdates.com/series/to-deprive-a-deprived-person/|No| Every 22.4 Day(s)

128|Swallowed Star|128|0|https://www.novelupdates.com/series/swallowed-star/|Yes| Every 1.5 Day(s)

129|Don’t Pick Up Boyfriends From the Trash Bin|129|218|https://www.novelupdates.com/series/dont-pick-up-boyfriends-from-the-trash-bin/|No| Every 6.9 Day(s)

130|Mushoku Tensei (WN)|130|7|https://www.novelupdates.com/series/mushoku-tensei/|Yes| Every 339.1 Day(s)

131|Bringing The Farm To Live In Another World|131|927|https://www.novelupdates.com/series/bringing-the-farm-to-live-in-another-world/|No| Every 2.1 Day(s)

132|Remarried Empress|132|358|https://www.novelupdates.com/series/remarried-empress/|No| Every 3.3 Day(s)

133|Living As the Villainess Queen|133|302|https://www.novelupdates.com/series/living-as-the-villainess-queen/|No| Every 3.9 Day(s)

134|Battle Through the Heavens|134|100|https://www.novelupdates.com/series/battle-through-the-heavens/|Yes| Every 5.4 Day(s)

135|Stellar Transformation|135|287|https://www.novelupdates.com/series/stellar-transformation/|Yes| Every 0.9 Day(s)

136|Renegade Immortal|136|226|https://www.novelupdates.com/series/renegade-immortal/|Yes| Every 148.3 Day(s)

137|Chaotic Sword God|137|3245|https://www.novelupdates.com/series/chaotic-sword-god/|No| Every 4.3 Day(s)

138|A Monster Who Levels Up|138|175|https://www.novelupdates.com/series/a-monster-who-levels-up/|Yes| Every 1.2 Day(s)

139|Rakuin no Monshou|139|131|https://www.novelupdates.com/series/rakuin-no-monshou/|Yes| Every 111.1 Day(s)

140|The Good for Nothing Seventh Young Lady|140|2835|https://www.novelupdates.com/series/the-good-for-nothing-seventh-young-lady/|Yes| Every 7.8 Day(s)

141|S*ave Harem in the Labyrinth of the Other World (WN)|141|212|https://www.novelupdates.com/series/slave-harem-in-the-labyrinth-of-the-other-world/|Yes| Every 149.9 Day(s)

142|I Got Reincarnated And Mistaken As A Genius?|142|90|https://www.novelupdates.com/series/i-got-reincarnated-and-mistaken-as-a-genius/|Yes| Every 56.9 Day(s)

143|Shini Yasui Kōshaku Reijō to Shichi-nin no Kikōshi|143|169|https://www.novelupdates.com/series/shini-yasui-koshaku-reijo-to-shichi-nin-no-kikoshi/|No| Every 60.1 Day(s)

144|Evil God Average|144|86|https://www.novelupdates.com/series/evil-god-average/|Yes| Every 106.9 Day(s)

145|Hachinan tte, Sore wa Nai Deshou! (WN)|145|232|https://www.novelupdates.com/series/hachinan-tte-sore-wa-nai-deshou/|No| Every 46.6 Day(s)

146|Kuro no Maou|146|535|https://www.novelupdates.com/series/kuro-no-maou/|No| Every 7.8 Day(s)

147|Thousand Autumns|147|139|https://www.novelupdates.com/series/thousand-autumns/|Yes| Every 23.3 Day(s)

148|It Seems Like I Got Reincarnated Into The World of a Yandere Otome Game|148|0|https://www.novelupdates.com/series/it-seems-like-i-got-reincarnated-into-the-world-of-a-yandere-otome-game/|No| Every 75.7 Day(s)

149|Eight Treasures Trousseau|149|108|https://www.novelupdates.com/series/eight-treasures-trousseau/|Yes| Every 2.3 Day(s)

150|Tondemo Skill de Isekai Hourou Meshi|150|417|https://www.novelupdates.com/series/tondemo-skill-de-isekai-hourou/|No| Every 2.5 Day(s)

151|Isekai Maou to Shoukan Shoujo Dorei Majutsu|151|262|https://www.novelupdates.com/series/isekai-maou-to-shoukan-shoujo-dorei-majutsu/|No| Every 63.9 Day(s)

152|Return of the Female Knight|152|322|https://www.novelupdates.com/series/return-of-the-female-knight/|Yes| Every 0.5 Day(s)

153|Instant Death|153|120|https://www.novelupdates.com/series/instant-death/|No| Every 35.5 Day(s)

154|Invincible Saint ~Salaryman, the Path I Walk to Survive in This Other World~|154|282|https://www.novelupdates.com/series/invincible-saint-salaryman-the-path-i-walk-to-survive-in-this-other-world/|No| Every 100.7 Day(s)

155|I’m a NEET but When I Went to Hello Work I Got Taken to Another World (LN)|155|167|https://www.novelupdates.com/series/im-a-neet-but-when-i-went-to-hello-work-i-got-taken-to-another-world/|No| Every 39.9 Day(s)

156|The S-Classes That I Raised|156|102|https://www.novelupdates.com/series/the-s-classes-that-i-raised/|No| Every 15.7 Day(s)

157|King of Gods|157|0|https://www.novelupdates.com/series/king-of-gods/|Yes| Every 91.5 Day(s)

158|Wortenia Senki (WN)|158|3|https://www.novelupdates.com/series/wortenia-senki/|No| Every 253.3 Day(s)

159|Emperor of Solo Play|159|158|https://www.novelupdates.com/series/emperor-of-solo-play/|Yes| Every 146.9 Day(s)

160|My Wife is a Beautiful CEO|160|1707|https://www.novelupdates.com/series/my-wife-is-a-beautiful-ceo/|No| Every 1.3 Day(s)

161|Nidome no Jinsei wo Isekai de|161|286|https://www.novelupdates.com/series/nidome-no-jinsei-wo-isekai-de/|No| Every 7 Day(s)

162|Tales of the Reincarnated Lord|162|598|https://www.novelupdates.com/series/tales-of-the-reincarnated-lord/|Yes| Every 1.3 Day(s)

163|Seirei Gensouki ~Konna Sekai de Deaeta Kimi ni~|163|278|https://www.novelupdates.com/series/seirei-gensouki-konna-sekai-de-deaeta-kimi-ni/|No| Every 52.2 Day(s)

164|Isekai ni Kita Boku wa Kiyoubinbode Subaya-sa Tayorina Tabi o Suru|164|403|https://www.novelupdates.com/series/isekai-ni-kita-boku-wa-kiyoubinbode-subaya-sa-tayorina-tabi-o-suru/|Yes| Every 2.4 Day(s)

165|Ze Tian Ji|165|10|https://www.novelupdates.com/series/ze-tian-ji/|Yes| Every 486.4 Day(s)

166|Dungeon Hunter|166|12|https://www.novelupdates.com/series/dungeon-hunter/|Yes| Every 188 Day(s)

167|My Entire Class Was Summoned to Another World except for Me|167|184|https://www.novelupdates.com/series/my-entire-class-was-summoned-to-another-world-except-for-me/|No| Every 66.9 Day(s)

168|I Was Caught up in a Hero Summoning, but That World Is at Peace (WN)|168|1239|https://www.novelupdates.com/series/i-was-caught-up-in-a-hero-summoning-but-that-world-is-at-peace/|No| Every 1 Day(s)

169|Glutton Berserker ~The One That Exceeds The Concept Of Levels~|169|206|https://www.novelupdates.com/series/glutton-berserker-the-one-that-exceeds-the-concept-of-levels/|No| Every 22.7 Day(s)

170|My Pet Is a Holy Maiden|170|152|https://www.novelupdates.com/series/my-pet-is-a-holy-maiden/|No| Every 23.3 Day(s)

171|Magika no Kenshi to Shoukan Maou|171|228|https://www.novelupdates.com/series/magika-no-kenshi-to-shoukan-maou/|Yes| Every 14.5 Day(s)

172|Summoned Slaughterer|172|181|https://www.novelupdates.com/series/summoned-slaughterer/|Yes| Every 75.3 Day(s)

173|Side Character Transmigrations: The Final Boss is No Joke|173|796|https://www.novelupdates.com/series/side-character-transmigrations-the-final-boss-is-no-joke/|No| Every 2.7 Day(s)

174|I Leveled up from Being a Parasite, But I May Have Grown Too Much|174|151|https://www.novelupdates.com/series/i-leveled-up-from-being-a-parasite-but-i-may-have-grown-too-much/|No| Every 35.8 Day(s)

175|Kusuriya no Hitorigoto|175|302|https://www.novelupdates.com/series/kusuriya-no-hitorigoto/|No| Every 20.1 Day(s)

176|Holding Onto My Man|176|49|https://www.novelupdates.com/series/holding-onto-my-man/|Yes| Every 84.1 Day(s)

177|Maou no Hajimekata|177|322|https://www.novelupdates.com/series/maou-no-hajimekata/|No| Every 37.3 Day(s)

178|Heroic Death System|178|50|https://www.novelupdates.com/series/heroic-death-system/|Yes| Every 21.1 Day(s)

179|How to Survive As a Villain|179|251|https://www.novelupdates.com/series/how-to-survive-as-a-villain/|Yes| Every 19.3 Day(s)

180|Sovereign of Judgment|180|205|https://www.novelupdates.com/series/sovereign-of-judgment/|Yes| Every 100.7 Day(s)

181|Marietta-hime no Konrei|181|22|https://www.novelupdates.com/series/marietta-hime-no-konrei/|Yes| Every 136.7 Day(s)

182|Reverend Insanity|182|25|https://www.novelupdates.com/series/reverend-insanity/|Yes| Every 559.1 Day(s)

183|My Husband is Suffering from a Terminal Illness|183|175|https://www.novelupdates.com/series/my-husband-is-suffering-from-a-terminal-illness/|Yes| Every 35.4 Day(s)

184|The Lazy King|184|16|https://www.novelupdates.com/series/the-lazy-king/|Yes| Every 168.6 Day(s)

185|Goblin Kingdom|185|627|https://www.novelupdates.com/series/goblin-kingdom/|No| Every 3.4 Day(s)

186|Isekai Nonbiri Nouka|186|750|https://www.novelupdates.com/series/isekai-nonbiri-nouka/|No| Every 7.4 Day(s)

187|Boku wa Isekai de Fuyo Mahou to Shoukan Mahou wo Tenbin ni Kakeru (WN)|187|135|https://www.novelupdates.com/series/boku-wa-isekai-de-fuyo-mahou-to-shoukan-mahou-wo-tenbin-ni-kakeru/|No| Every 58.9 Day(s)

188|Isekai Mahou wa Okureteru! (WN)|188|71|https://www.novelupdates.com/series/isekai-mahou-wa-okureteru/|No| Every 59.1 Day(s)

189|Transmigrating Into The Heartthrob’s Cannon Fodder Childhood Friend|189|97|https://www.novelupdates.com/series/transmigrating-into-the-heartthrobs-cannon-fodder-childhood-friend/|No| Every 22.6 Day(s)

190|Death Progress Bar|190|122|https://www.novelupdates.com/series/death-progress-bar/|No| Every 35.3 Day(s)

191|Blessing from the Goddess and Transfer to Another World! ~No Thanks, I Don’t Need a Special Ability~|191|132|https://www.novelupdates.com/series/blessing-from-the-goddess-and-transfer-to-another-world-no-thanks-i-dont-need-a-special-ability/|No| Every 15.4 Day(s)

192|The Spearmaster and the Black Cat|192|403|https://www.novelupdates.com/series/the-spearmaster-and-the-black-cat/|No| Every 5.5 Day(s)

193|Upgrade Specialist in Another World|193|102|https://www.novelupdates.com/series/upgrade-specialist-in-another-world/|Yes| Every 48.3 Day(s)

